pot,leaf,population,pop.short,pop.geno,elevation,genotype,rep,observation,am.pm,time,date,meas.week,week.of.year,treatment,treatment.levels,gsw,rh,t.ref,t.leaf,delta.t,svp,lsvp,vpd,vpd.kpa
38,1,TSZ-SAN,TSZ,TSZ8,1212,8,4,49,am,8:36:19,9/21/23,7,38,postdrought,postdrought,0.345,20.29,29.07,26.12,2.95,4021.52,3385.05,2569.08,2.57
38,1,TSZ-SAN,TSZ,TSZ8,1212,8,4,50,am,8:36:34,9/21/23,7,38,postdrought,postdrought,0.271,19.98,29.09,26.13,2.96,4026.16,3387.05,2582.62,2.58
38,2,TSZ-SAN,TSZ,TSZ8,1212,8,4,51,am,8:36:53,9/21/23,7,38,postdrought,postdrought,0.236,20.07,29.13,25.9,3.23,4035.47,3341.31,2531.39,2.53
38,2,TSZ-SAN,TSZ,TSZ8,1212,8,4,52,am,8:37:07,9/21/23,7,38,postdrought,postdrought,0.302,20.66,29.15,26.86,2.29,4040.13,3535.83,2701.14,2.7
38,3,TSZ-SAN,TSZ,TSZ8,1212,8,4,53,am,8:37:28,9/21/23,7,38,postdrought,postdrought,0.159,20,29.18,27.08,2.1,4047.14,3581.77,2772.34,2.77
38,3,TSZ-SAN,TSZ,TSZ8,1212,8,4,54,am,8:37:41,9/21/23,7,38,postdrought,postdrought,0.123,20.67,29.2,28.41,0.79,4051.81,3870.74,3033.23,3.03
43,1,CCR-COL,CCR,CCR156,72,156,4,79,am,8:47:17,9/21/23,7,38,postdrought,postdrought,0.16,20.45,30.15,29.42,0.73,4279.28,4103.53,3228.42,3.23
43,1,CCR-COL,CCR,CCR156,72,156,4,80,am,8:47:37,9/21/23,7,38,postdrought,postdrought,0.219,21.64,30.18,29.64,0.54,4286.64,4155.82,3228.19,3.23
43,2,CCR-COL,CCR,CCR156,72,156,4,81,am,8:48:02,9/21/23,7,38,postdrought,postdrought,0.168,21.59,30.23,28.68,1.55,4298.93,3931.81,3003.67,3
43,2,CCR-COL,CCR,CCR156,72,156,4,82,am,8:48:16,9/21/23,7,38,postdrought,postdrought,0.104,21.09,30.25,28.79,1.46,4303.86,3956.94,3049.25,3.05
43,3,CCR-COL,CCR,CCR156,72,156,4,83,am,8:48:44,9/21/23,7,38,postdrought,postdrought,0.194,20.12,30.29,29.33,0.96,4313.72,4082.3,3214.38,3.21
43,3,CCR-COL,CCR,CCR156,72,156,4,84,am,8:48:58,9/21/23,7,38,postdrought,postdrought,0.115,20.55,30.31,29.96,0.35,4318.66,4232.92,3345.43,3.35
45,1,CCR-COL,CCR,CCR156,72,156,1,133,am,9:07:06,9/21/23,7,38,postdrought,postdrought,0.064,16.87,31.61,28.43,3.18,4650.5,3875.23,3090.69,3.09
45,1,CCR-COL,CCR,CCR156,72,156,1,134,am,9:07:15,9/21/23,7,38,postdrought,postdrought,0.084,17.42,31.6,30.11,1.49,4647.87,4269.48,3459.82,3.46
45,2,CCR-COL,CCR,CCR156,72,156,1,135,am,9:07:32,9/21/23,7,38,postdrought,postdrought,0.016,17.66,31.62,30.94,0.68,4653.14,4476.81,3655.07,3.66
45,2,CCR-COL,CCR,CCR156,72,156,1,136,am,9:07:41,9/21/23,7,38,postdrought,postdrought,0.091,17.52,31.62,32.02,-0.4,4653.14,4759.66,3944.43,3.94
45,3,CCR-COL,CCR,CCR156,72,156,1,137,am,9:07:58,9/21/23,7,38,postdrought,postdrought,0.163,18.33,31.63,28.08,3.55,4655.78,3797.21,2943.8,2.94
45,3,CCR-COL,CCR,CCR156,72,156,1,138,am,9:08:13,9/21/23,7,38,postdrought,postdrought,0.286,19.26,31.62,29.47,2.15,4653.14,4115.36,3219.17,3.22
46,1,CCR-COL,CCR,CCR149,72,149,3,91,am,8:51:21,9/21/23,7,38,postdrought,postdrought,0.104,18.62,30.61,30.2,0.41,4393.35,4291.55,3473.51,3.47
46,1,CCR-COL,CCR,CCR149,72,149,3,92,am,8:51:35,9/21/23,7,38,postdrought,postdrought,0.131,18.58,30.62,29.9,0.72,4395.86,4218.37,3401.62,3.4
46,2,CCR-COL,CCR,CCR149,72,149,3,93,am,8:51:52,9/21/23,7,38,postdrought,postdrought,0.222,17.7,30.64,26.05,4.59,4400.89,3371.08,2592.12,2.59
46,2,CCR-COL,CCR,CCR149,72,149,3,94,am,8:52:03,9/21/23,7,38,postdrought,postdrought,0.315,18.15,30.64,27.89,2.75,4400.89,3755.43,2956.67,2.96
46,3,CCR-COL,CCR,CCR149,72,149,3,95,am,8:52:19,9/21/23,7,38,postdrought,postdrought,0.247,18.21,30.64,26.59,4.05,4400.89,3480.15,2678.75,2.68
46,3,CCR-COL,CCR,CCR149,72,149,3,96,am,8:52:34,9/21/23,7,38,postdrought,postdrought,0.171,18.19,30.63,26.96,3.67,4398.37,3556.65,2756.58,2.76
49,1,CCR-COL,CCR,CCR152,72,152,13,19,am,8:25:38,9/21/23,7,38,postdrought,postdrought,0.37,21,28.65,23.16,5.49,3924.98,2836.5,2012.25,2.01
49,1,CCR-COL,CCR,CCR152,72,152,13,20,am,8:25:51,9/21/23,7,38,postdrought,postdrought,0.332,21.24,28.63,25.22,3.41,3920.44,3209.24,2376.54,2.38
49,2,CCR-COL,CCR,CCR152,72,152,13,21,am,8:26:11,9/21/23,7,38,postdrought,postdrought,0.332,20.18,28.63,24.99,3.64,3920.44,3165.61,2374.46,2.37
49,2,CCR-COL,CCR,CCR152,72,152,13,22,am,8:26:24,9/21/23,7,38,postdrought,postdrought,0.366,20.05,28.62,25.11,3.51,3918.17,3188.31,2402.71,2.4
49,3,CCR-COL,CCR,CCR152,72,152,13,23,am,8:26:45,9/21/23,7,38,postdrought,postdrought,0.404,20.96,28.6,25.5,3.1,3913.63,3263.06,2442.76,2.44
49,3,CCR-COL,CCR,CCR152,72,152,13,24,am,8:27:00,9/21/23,7,38,postdrought,postdrought,0.406,21.46,28.59,26.21,2.38,3911.36,3403.08,2563.7,2.56
59,1,CCR-COL,CCR,CCR155,72,155,2,31,am,8:29:28,9/21/23,7,38,postdrought,postdrought,0.268,20.04,28.61,25.56,3.05,3915.9,3274.7,2489.95,2.49
59,1,CCR-COL,CCR,CCR155,72,155,2,32,am,8:30:02,9/21/23,7,38,postdrought,postdrought,0.37,20.35,28.63,26.24,2.39,3920.44,3409.11,2611.3,2.61
59,2,CCR-COL,CCR,CCR155,72,155,2,33,am,8:30:32,9/21/23,7,38,postdrought,postdrought,0.445,20.19,28.67,24.84,3.83,3929.54,3137.43,2344.06,2.34
59,2,CCR-COL,CCR,CCR155,72,155,2,34,am,8:30:46,9/21/23,7,38,postdrought,postdrought,0.408,20.26,28.67,24.81,3.86,3929.54,3131.82,2335.7,2.34
59,3,CCR-COL,CCR,CCR155,72,155,2,35,am,8:31:10,9/21/23,7,38,postdrought,postdrought,0.259,20.24,28.7,25.13,3.57,3936.37,3192.1,2395.38,2.4
59,3,CCR-COL,CCR,CCR155,72,155,2,36,am,8:31:33,9/21/23,7,38,postdrought,postdrought,0.244,20.88,28.73,25.63,3.1,3943.21,3288.32,2464.97,2.46
62,1,JLA-JAK,JLA,JLA155,1521,155,1,55,am,8:38:14,9/21/23,7,38,postdrought,postdrought,0.277,20.4,29.24,26.12,3.12,4061.17,3385.05,2556.57,2.56
62,1,JLA-JAK,JLA,JLA155,1521,155,1,56,am,8:38:29,9/21/23,7,38,postdrought,postdrought,0.244,20.82,29.26,26.01,3.25,4065.86,3363.12,2516.61,2.52
62,2,JLA-JAK,JLA,JLA155,1521,155,1,57,am,8:38:58,9/21/23,7,38,postdrought,postdrought,0.159,20.67,29.32,26.88,2.44,4079.95,3539.98,2696.66,2.7
62,2,JLA-JAK,JLA,JLA155,1521,155,1,58,am,8:39:07,9/21/23,7,38,postdrought,postdrought,0.244,21.31,29.33,27.13,2.2,4082.3,3592.28,2722.35,2.72
62,3,JLA-JAK,JLA,JLA155,1521,155,1,59,am,8:39:36,9/21/23,7,38,postdrought,postdrought,0.291,19.88,29.39,24.91,4.48,4096.44,3150.55,2336.18,2.34
62,3,JLA-JAK,JLA,JLA155,1521,155,1,60,am,8:39:44,9/21/23,7,38,postdrought,postdrought,0.292,20.46,29.38,25.04,4.34,4094.08,3175.05,2337.4,2.34
63,1,CCR-COL,CCR,CCR5,72,5,5,25,am,8:27:39,9/21/23,7,38,postdrought,postdrought,0.2,19.95,28.6,26.27,2.33,3913.63,3415.15,2634.38,2.63
63,1,CCR-COL,CCR,CCR5,72,5,5,26,am,8:27:51,9/21/23,7,38,postdrought,postdrought,0.21,20.03,28.6,27.55,1.05,3913.63,3681.66,2897.76,2.9
63,2,CCR-COL,CCR,CCR5,72,5,5,27,am,8:28:13,9/21/23,7,38,postdrought,postdrought,0.22,19.27,28.6,26.96,1.64,3913.63,3556.65,2802.49,2.8
63,2,CCR-COL,CCR,CCR5,72,5,5,28,am,8:28:23,9/21/23,7,38,postdrought,postdrought,0.21,19.37,28.6,27.11,1.49,3913.63,3588.08,2830.01,2.83
63,3,CCR-COL,CCR,CCR5,72,5,5,29,am,8:28:37,9/21/23,7,38,postdrought,postdrought,0.292,19.69,28.6,23.97,4.63,3913.63,2978.29,2207.69,2.21
63,3,CCR-COL,CCR,CCR5,72,5,5,30,am,8:28:49,9/21/23,7,38,postdrought,postdrought,0.348,20.28,28.58,25.93,2.65,3909.09,3347.25,2554.48,2.55
64,1,JLA-JAK,JLA,JLA155,1521,155,4,7,am,8:22:00,9/21/23,7,38,postdrought,postdrought,0.183,21.68,28.61,26.12,2.49,3915.9,3385.05,2536.08,2.54
64,1,JLA-JAK,JLA,JLA155,1521,155,4,8,am,8:22:12,9/21/23,7,38,postdrought,postdrought,0.194,23.44,28.61,27.02,1.59,3915.9,3569.19,2651.3,2.65
64,2,JLA-JAK,JLA,JLA155,1521,155,4,9,am,8:22:34,9/21/23,7,38,postdrought,postdrought,0.226,22.76,28.62,25.73,2.89,3918.17,3307.86,2416.08,2.42
64,2,JLA-JAK,JLA,JLA155,1521,155,4,10,am,8:22:48,9/21/23,7,38,postdrought,postdrought,0.223,22.39,28.63,24.9,3.73,3920.44,3148.68,2270.89,2.27
64,3,JLA-JAK,JLA,JLA155,1521,155,4,11,am,8:23:07,9/21/23,7,38,postdrought,postdrought,0.2,21.41,28.64,26.85,1.79,3922.71,3533.75,2693.9,2.69
64,3,JLA-JAK,JLA,JLA155,1521,155,4,12,am,8:23:18,9/21/23,7,38,postdrought,postdrought,0.211,21.69,28.63,26.86,1.77,3920.44,3535.83,2685.49,2.69
71,1,JLA-JAK,JLA,JLA156,1521,156,6,61,am,8:40:07,9/21/23,7,38,postdrought,postdrought,0.117,20.73,29.42,29.28,0.14,4103.53,4070.55,3219.89,3.22
71,1,JLA-JAK,JLA,JLA156,1521,156,6,62,am,8:40:32,9/21/23,7,38,postdrought,postdrought,0.193,19.46,29.49,30.03,-0.54,4120.1,4249.95,3448.17,3.45
71,2,JLA-JAK,JLA,JLA156,1521,156,6,63,am,8:40:55,9/21/23,7,38,postdrought,postdrought,0.189,20.58,29.56,26.16,3.4,4136.74,3393.05,2541.71,2.54
71,2,JLA-JAK,JLA,JLA156,1521,156,6,64,am,8:41:07,9/21/23,7,38,postdrought,postdrought,0.181,19.21,29.58,27.14,2.44,4141.5,3594.39,2798.81,2.8
71,3,JLA-JAK,JLA,JLA156,1521,156,6,65,am,8:41:32,9/21/23,7,38,postdrought,postdrought,0.215,20.29,29.62,26.29,3.33,4151.04,3419.18,2576.93,2.58
71,3,JLA-JAK,JLA,JLA156,1521,156,6,66,am,8:41:45,9/21/23,7,38,postdrought,postdrought,0.213,19.67,29.63,28.55,1.08,4153.43,3902.3,3085.32,3.09
72,1,JLA-JAK,JLA,JLA157,1521,157,17,37,am,8:31:55,9/21/23,7,38,postdrought,postdrought,0.19,21.39,28.76,27.02,1.74,3950.07,3569.19,2724.27,2.72
72,1,JLA-JAK,JLA,JLA157,1521,157,17,38,am,8:32:08,9/21/23,7,38,postdrought,postdrought,0.215,21.24,28.77,27.14,1.63,3952.36,3594.39,2754.91,2.75
72,2,JLA-JAK,JLA,JLA157,1521,157,17,39,am,8:32:26,9/21/23,7,38,postdrought,postdrought,0.154,21.42,28.81,25.27,3.54,3961.52,3218.79,2370.23,2.37
72,2,JLA-JAK,JLA,JLA157,1521,157,17,40,am,8:32:35,9/21/23,7,38,postdrought,postdrought,0.109,22.63,28.81,27.61,1.2,3961.52,3694.59,2798.1,2.8
72,3,JLA-JAK,JLA,JLA157,1521,157,17,41,am,8:32:58,9/21/23,7,38,postdrought,postdrought,0.153,20.68,28.85,26.43,2.42,3970.7,3447.52,2626.38,2.63
72,3,JLA-JAK,JLA,JLA157,1521,157,17,42,am,8:33:08,9/21/23,7,38,postdrought,postdrought,0.166,19.86,28.85,27.81,1.04,3970.7,3737.96,2949.38,2.95
83,1,TSZ-SAN,TSZ,TSZ7,1212,7,2,73,am,8:45:37,9/21/23,7,38,postdrought,postdrought,0.199,21.02,30.03,26.84,3.19,4249.95,3531.68,2638.34,2.64
83,1,TSZ-SAN,TSZ,TSZ7,1212,7,2,74,am,8:45:51,9/21/23,7,38,postdrought,postdrought,0.295,21.6,30.04,26.75,3.29,4252.38,3513.05,2594.54,2.59
83,2,TSZ-SAN,TSZ,TSZ7,1212,7,2,75,am,8:46:09,9/21/23,7,38,postdrought,postdrought,0.188,21.93,30.07,26.39,3.68,4259.7,3439.4,2505.25,2.51
83,2,TSZ-SAN,TSZ,TSZ7,1212,7,2,76,am,8:46:21,9/21/23,7,38,postdrought,postdrought,0.353,20.78,30.07,26.97,3.1,4259.7,3558.74,2673.57,2.67
83,3,TSZ-SAN,TSZ,TSZ7,1212,7,2,77,am,8:46:45,9/21/23,7,38,postdrought,postdrought,0.33,20.86,30.1,26.47,3.63,4267.04,3455.65,2565.55,2.57
83,3,TSZ-SAN,TSZ,TSZ7,1212,7,2,78,am,8:46:58,9/21/23,7,38,postdrought,postdrought,0.432,22.18,30.12,27.07,3.05,4271.93,3579.67,2632.16,2.63
90,1,JLA-JAK,JLA,JLA153,1521,153,6,109,am,8:58:21,9/21/23,7,38,postdrought,postdrought,0.086,16.49,30.93,28.96,1.97,4474.26,3996.04,3258.23,3.26
90,1,JLA-JAK,JLA,JLA153,1521,153,6,110,am,8:58:39,9/21/23,7,38,postdrought,postdrought,0.098,17.15,30.96,29.95,1.01,4481.91,4230.49,3461.84,3.46
90,2,JLA-JAK,JLA,JLA153,1521,153,6,111,am,8:59:07,9/21/23,7,38,postdrought,postdrought,0.125,17.65,30.99,29.5,1.49,4489.58,4122.48,3330.07,3.33
90,2,JLA-JAK,JLA,JLA153,1521,153,6,112,am,8:59:17,9/21/23,7,38,postdrought,postdrought,0.122,18.95,31,30.61,0.39,4492.13,4393.35,3542.1,3.54
90,3,JLA-JAK,JLA,JLA153,1521,153,6,113,am,8:59:37,9/21/23,7,38,postdrought,postdrought,0.192,17.57,31.03,29.19,1.84,4499.81,4049.47,3258.85,3.26
90,3,JLA-JAK,JLA,JLA153,1521,153,6,114,am,8:59:54,9/21/23,7,38,postdrought,postdrought,0.222,17.15,31.04,30.06,0.98,4502.37,4257.26,3485.11,3.49
9,1,NRV-NEW,NRV,NRV105,666,105,15,37,pm,15:29:01,9/21/23,7,38,postdrought,postdrought,0.073,12.1,37.91,33.58,4.33,6591.83,5195.57,4397.96,4.4
9,1,NRV-NEW,NRV,NRV105,666,105,15,38,pm,15:29:12,9/21/23,7,38,postdrought,postdrought,0.153,12.53,37.92,34.15,3.77,6595.39,5363.27,4536.86,4.54
9,2,NRV-NEW,NRV,NRV105,666,105,15,39,pm,15:29:32,9/21/23,7,38,postdrought,postdrought,0.139,12.66,37.96,34.45,3.51,6609.68,5453.4,4616.62,4.62
9,2,NRV-NEW,NRV,NRV105,666,105,15,40,pm,15:29:40,9/21/23,7,38,postdrought,postdrought,0.166,12.72,37.97,34.41,3.56,6613.25,5441.31,4600.1,4.6
9,3,NRV-NEW,NRV,NRV105,666,105,15,41,pm,15:29:55,9/21/23,7,38,postdrought,postdrought,0.148,12.02,38,33.91,4.09,6623.99,5292.09,4495.89,4.5
9,3,NRV-NEW,NRV,NRV105,666,105,15,42,pm,15:30:03,9/21/23,7,38,postdrought,postdrought,0.224,12.32,38.02,34.08,3.94,6631.16,5342.42,4525.46,4.53
10,1,NRV-NEW,NRV,NRV118,666,118,2,163,pm,16:00:57,9/21/23,7,38,postdrought,postdrought,0.166,13.21,37.55,34.02,3.53,6464.51,5324.61,4470.65,4.47
10,1,NRV-NEW,NRV,NRV118,666,118,2,164,pm,16:01:05,9/21/23,7,38,postdrought,postdrought,0.118,13.39,37.55,34.09,3.46,6464.51,5345.4,4479.8,4.48
10,2,NRV-NEW,NRV,NRV118,666,118,2,165,pm,16:01:52,9/21/23,7,38,postdrought,postdrought,0.042,14.75,37.63,35.54,2.09,6492.61,5792.04,4834.38,4.83
10,2,NRV-NEW,NRV,NRV118,666,118,2,166,pm,16:02:02,9/21/23,7,38,postdrought,postdrought,0.155,14.34,37.64,36.34,1.3,6496.13,6052.05,5120.5,5.12
10,3,NRV-NEW,NRV,NRV118,666,118,2,167,pm,16:02:20,9/21/23,7,38,postdrought,postdrought,0.177,13.07,37.66,32.42,5.24,6503.18,4868.28,4018.32,4.02
10,3,NRV-NEW,NRV,NRV118,666,118,3,168,pm,16:02:29,9/21/23,7,38,postdrought,postdrought,0.169,14.06,37.65,32.38,5.27,6499.66,4857.32,3943.47,3.94
11,1,NRV-NEW,NRV,NRV118,666,118,3,61,pm,15:35:45,9/21/23,7,38,postdrought,postdrought,0.048,11.55,38.58,36.57,2.01,6834.57,6128.64,5339.25,5.34
11,1,NRV-NEW,NRV,NRV118,666,118,3,62,pm,15:35:53,9/21/23,7,38,postdrought,postdrought,0.145,11.14,38.59,36.82,1.77,6838.25,6212.85,5451.07,5.45
11,2,NRV-NEW,NRV,NRV118,666,118,3,63,pm,15:36:06,9/21/23,7,38,postdrought,postdrought,0.022,10.73,38.61,38.93,-0.32,6845.62,6964.42,6229.89,6.23
11,2,NRV-NEW,NRV,NRV118,666,118,3,64,pm,15:36:13,9/21/23,7,38,postdrought,postdrought,0.037,11.04,38.62,38.99,-0.37,6849.3,6986.9,6230.73,6.23
11,3,NRV-NEW,NRV,NRV118,666,118,3,65,pm,15:36:26,9/21/23,7,38,postdrought,postdrought,0.087,10.72,38.64,34.74,3.9,6856.68,5541.78,4806.74,4.81
11,3,NRV-NEW,NRV,NRV122,666,122,1,66,pm,15:36:33,9/21/23,7,38,postdrought,postdrought,0.153,10.7,38.63,34.31,4.32,6852.99,5411.18,4677.91,4.68
16,1,NRV-NEW,NRV,NRV122,666,122,1,85,pm,15:40:51,9/21/23,7,38,postdrought,postdrought,0.048,10.91,38.25,33.61,4.64,6714.06,5204.28,4471.77,4.47
16,1,NRV-NEW,NRV,NRV122,666,122,1,86,pm,15:40:59,9/21/23,7,38,postdrought,postdrought,0.075,11.19,38.23,35.68,2.55,6706.81,5836.83,5086.34,5.09
16,2,NRV-NEW,NRV,NRV122,666,122,1,87,pm,15:41:19,9/21/23,7,38,postdrought,postdrought,0.045,10.99,38.21,34.03,4.18,6699.58,5327.58,4591.29,4.59
16,2,NRV-NEW,NRV,NRV122,666,122,1,88,pm,15:41:26,9/21/23,7,38,postdrought,postdrought,0.096,10.96,38.2,34.27,3.93,6695.96,5399.16,4665.29,4.67
16,3,NRV-NEW,NRV,NRV122,666,122,1,89,pm,15:41:43,9/21/23,7,38,postdrought,postdrought,0.065,12.05,38.18,33.74,4.44,6688.73,5242.17,4436.18,4.44
16,3,NRV-NEW,NRV,NRV122,666,122,3,90,pm,15:41:53,9/21/23,7,38,postdrought,postdrought,0.086,12.41,38.17,34.83,3.34,6685.12,5569.46,4739.83,4.74
17,1,NRV-NEW,NRV,NRV122,666,122,3,121,pm,15:50:01,9/21/23,7,38,postdrought,postdrought,0.036,12.67,38.43,34.81,3.62,6779.56,5563.29,4704.32,4.7
17,1,NRV-NEW,NRV,NRV122,666,122,3,122,pm,15:50:07,9/21/23,7,38,postdrought,postdrought,0.066,12.44,38.42,34.41,4.01,6775.91,5441.31,4598.38,4.6
17,2,NRV-NEW,NRV,NRV122,666,122,3,123,pm,15:50:22,9/21/23,7,38,postdrought,postdrought,0.05,13.31,38.42,33.47,4.95,6775.91,5163.73,4261.86,4.26
17,2,NRV-NEW,NRV,NRV122,666,122,3,124,pm,15:50:30,9/21/23,7,38,postdrought,postdrought,0.135,13.46,38.41,33.94,4.47,6772.26,5300.94,4389.4,4.39
17,3,NRV-NEW,NRV,NRV122,666,122,3,125,pm,15:50:47,9/21/23,7,38,postdrought,postdrought,0.119,12.96,38.39,33.9,4.49,6764.96,5289.14,4412.41,4.41
17,3,NRV-NEW,NRV,NRV123,666,123,7,126,pm,15:50:55,9/21/23,7,38,postdrought,postdrought,0.049,12.37,38.38,33.79,4.59,6761.31,5256.81,4420.44,4.42
31,1,TSZ-SAN,TSZ,TSZ3,1212,3,5,49,pm,15:31:58,9/21/23,7,38,postdrought,postdrought,0.178,11.76,38.28,36.06,2.22,6724.94,5959.92,5169.06,5.17
31,1,TSZ-SAN,TSZ,TSZ3,1212,3,5,50,pm,15:32:06,9/21/23,7,38,postdrought,postdrought,0.085,11.75,38.29,35.58,2.71,6728.57,5804.81,5014.2,5.01
31,2,TSZ-SAN,TSZ,TSZ3,1212,3,5,51,pm,15:32:26,9/21/23,7,38,postdrought,postdrought,0.052,11.63,38.31,36.07,2.24,6735.83,5963.19,5179.81,5.18
31,2,TSZ-SAN,TSZ,TSZ3,1212,3,5,52,pm,15:32:34,9/21/23,7,38,postdrought,postdrought,0.076,11.49,38.31,35.93,2.38,6735.83,5917.56,5143.61,5.14
31,3,TSZ-SAN,TSZ,TSZ3,1212,3,5,53,pm,15:33:24,9/21/23,7,38,postdrought,postdrought,0.097,12.21,38.4,35.4,3,6768.61,5747.55,4921.1,4.92
31,3,TSZ-SAN,TSZ,TSZ3,1212,3,5,54,pm,15:33:36,9/21/23,7,38,postdrought,postdrought,0.113,11.39,38.42,36,2.42,6775.91,5940.33,5168.56,5.17
33,1,TSZ-SAN,TSZ,TSZ4,1212,4,2,115,pm,15:48:39,9/21/23,7,38,postdrought,postdrought,0.028,12.11,38.43,37.37,1.06,6779.56,6401.65,5580.64,5.58
33,1,TSZ-SAN,TSZ,TSZ4,1212,4,2,116,pm,15:48:47,9/21/23,7,38,postdrought,postdrought,0.034,11.76,38.44,37.05,1.39,6783.22,6291.21,5493.5,5.49
33,2,TSZ-SAN,TSZ,TSZ4,1212,4,2,117,pm,15:48:59,9/21/23,7,38,postdrought,postdrought,0.057,12.83,38.44,35.77,2.67,6783.22,5865.78,4995.49,5
33,2,TSZ-SAN,TSZ,TSZ4,1212,4,2,118,pm,15:49:07,9/21/23,7,38,postdrought,postdrought,0.048,13.18,38.44,36.21,2.23,6783.22,6009.12,5115.09,5.12
33,3,TSZ-SAN,TSZ,TSZ4,1212,4,2,119,pm,15:49:28,9/21/23,7,38,postdrought,postdrought,0.063,13.78,38.45,34.23,4.22,6786.87,5387.18,4451.94,4.45
33,3,TSZ-SAN,TSZ,TSZ4,1212,4,2,120,pm,15:49:38,9/21/23,7,38,postdrought,postdrought,0.151,12,38.44,34.1,4.34,6783.22,5348.37,4534.38,4.53
39,1,TSZ-SAN,TSZ,TSZ8,1212,8,5,175,pm,16:04:19,9/21/23,7,38,postdrought,postdrought,0.053,13.25,37.94,35.53,2.41,6602.53,5788.85,4914.02,4.91
39,1,TSZ-SAN,TSZ,TSZ8,1212,8,5,176,pm,16:04:26,9/21/23,7,38,postdrought,postdrought,0.141,13.77,37.96,34.78,3.18,6609.68,5554.06,4643.91,4.64
39,2,TSZ-SAN,TSZ,TSZ8,1212,8,5,177,pm,16:04:48,9/21/23,7,38,postdrought,postdrought,0.06,12.99,38.02,36.13,1.89,6631.16,5982.83,5121.45,5.12
39,2,TSZ-SAN,TSZ,TSZ8,1212,8,5,178,pm,16:04:56,9/21/23,7,38,postdrought,postdrought,0.06,12.75,38.04,35.94,2.1,6638.33,5920.81,5074.42,5.07
39,3,TSZ-SAN,TSZ,TSZ8,1212,8,5,179,pm,16:05:16,9/21/23,7,38,postdrought,postdrought,0.051,13.05,38.09,35.65,2.44,6656.29,5827.21,4958.56,4.96
39,3,TSZ-SAN,TSZ,TSZ8,1212,8,5,180,pm,16:05:26,9/21/23,7,38,postdrought,postdrought,0.056,13.88,38.11,36.16,1.95,6663.49,5992.68,5067.79,5.07
40,1,TSZ-SAN,TSZ,TSZ8,1212,8,3,43,pm,15:30:20,9/21/23,7,38,postdrought,postdrought,0.067,11.73,38.05,35.64,2.41,6641.92,5824,5044.91,5.04
40,1,TSZ-SAN,TSZ,TSZ8,1212,8,3,44,pm,15:30:27,9/21/23,7,38,postdrought,postdrought,0.107,12.21,38.07,36.45,1.62,6649.1,6088.57,5276.72,5.28
40,2,TSZ-SAN,TSZ,TSZ8,1212,8,3,45,pm,15:31:01,9/21/23,7,38,postdrought,postdrought,0.051,11.4,38.16,37.33,0.83,6681.51,6387.75,5626.06,5.63
40,2,TSZ-SAN,TSZ,TSZ8,1212,8,3,46,pm,15:31:12,9/21/23,7,38,postdrought,postdrought,0.013,11.33,38.19,38.62,-0.43,6692.35,6849.3,6091.06,6.09
40,3,TSZ-SAN,TSZ,TSZ8,1212,8,3,47,pm,15:31:27,9/21/23,7,38,postdrought,postdrought,0.077,11.67,38.23,34.56,3.67,6706.81,5486.78,4704.09,4.7
40,3,TSZ-SAN,TSZ,TSZ8,1212,8,3,48,pm,15:31:35,9/21/23,7,38,postdrought,postdrought,0.118,11.62,38.23,35.37,2.86,6706.81,5738.06,4958.72,4.96
41,1,TSZ-SAN,TSZ,TSZ10,1212,10,3,139,pm,15:54:08,9/21/23,7,38,postdrought,postdrought,0.071,11.89,38.05,33.66,4.39,6641.92,5218.83,4429.1,4.43
41,1,TSZ-SAN,TSZ,TSZ10,1212,10,3,140,pm,15:54:15,9/21/23,7,38,postdrought,postdrought,0.148,12.11,38.03,33.66,4.37,6634.74,5218.83,4415.36,4.42
41,2,TSZ-SAN,TSZ,TSZ10,1212,10,3,141,pm,15:54:29,9/21/23,7,38,postdrought,postdrought,0.005,11.52,38.01,36.74,1.27,6627.57,6185.8,5422.3,5.42
41,2,TSZ-SAN,TSZ,TSZ10,1212,10,3,142,pm,15:54:39,9/21/23,7,38,postdrought,postdrought,0.022,11.11,37.99,36.63,1.36,6620.41,6148.76,5413.23,5.41
41,3,TSZ-SAN,TSZ,TSZ10,1212,10,3,143,pm,15:55:27,9/21/23,7,38,postdrought,postdrought,0.044,11.91,37.92,34.6,3.32,6595.39,5498.96,4713.45,4.71
41,3,TSZ-SAN,TSZ,TSZ10,1212,10,3,144,pm,15:55:34,9/21/23,7,38,postdrought,postdrought,0.072,13.2,37.9,34.81,3.09,6588.26,5563.29,4693.64,4.69
42,1,TSZ-SAN,TSZ,TSZ10,1212,10,4,109,pm,15:47:15,9/21/23,7,38,postdrought,postdrought,0.118,11.86,38.44,32.5,5.94,6783.22,4890.27,4085.78,4.09
42,1,TSZ-SAN,TSZ,TSZ10,1212,10,4,110,pm,15:47:21,9/21/23,7,38,postdrought,postdrought,0.104,12.06,38.43,32.98,5.45,6779.56,5023.98,4206.36,4.21
42,2,TSZ-SAN,TSZ,TSZ10,1212,10,4,111,pm,15:47:47,9/21/23,7,38,postdrought,postdrought,0.152,11.87,38.44,36.1,2.34,6783.22,5973,5167.84,5.17
42,2,TSZ-SAN,TSZ,TSZ10,1212,10,4,112,pm,15:47:55,9/21/23,7,38,postdrought,postdrought,0.148,12.29,38.44,34.33,4.11,6783.22,5417.19,4583.53,4.58
